release_year,FilmID,Title,Mood,Theme,NarrativeStyle,EmotionalTone,Description
2003,985,Wrong Turn,neutral,survival,neutral,"Horror, Thriller","Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding. Genre: Horror, Thriller"
2018,986,Héctor El Father: Conocerás la verdad,neutral,neutral,drama,"Drama, Documentary","This autobiography of Hector Delgado runs from his childhood to become one of the greatest exponents of the urban genre, but the results of that life did not please him and led him to try to take his life  .After being victim of a firefight at a service station in Aguada, a city hall in Puerto Rico, he stopped earning at least two hundred American dollars for presentation and being ""devout of Jesus"" Genre: Drama, Documentary"
2018,987,A Quiet Place,uplifting,family,drama,"Horror, Drama, Science Fiction","A family is forced to live in silence while hiding from creatures that hunt by sound. Genre: Horror, Drama, Science Fiction"
2021,988,Photocopier,neutral,neutral,neutral,"Drama, Mystery, Thriller","When photos of her at a party cause her to lose a scholarship, a student investigates whether something devastating happened to her that night. Genre: Drama, Mystery, Thriller"
2005,989,Tom and Jerry: The Fast and the Furry,heroic,neutral,neutral,"Family, Animation, Comedy, Action, Adventure","After being evicted from their old house by Tom's owner for causing major damage, cat and mouse Tom and Jerry enter a race entitled the ""Fabulous Super Race"" to win a mansion. Genre: Family, Animation, Comedy, Action, Adventure"
2020,990,Deep Blue Sea 3,neutral,neutral,drama,"Action, Horror, Science Fiction","Dr. Emma Collins and her team are spending their third summer on the island of Little Happy studying the effect of climate change on the great white sharks who come to the nearby nursery every year to give birth. Along with the last two inhabitants of this former fishing village, their peaceful life is disrupted when a ""scientific"" team led by her ex-boyfriend and marine biologist Richard show up looking for three bull sharks who we soon learn aren't just any bull sharks. Genre: Action, Horror, Science Fiction"
1993,991,Bound by Honor,dark,neutral,drama,"Crime, Action, Drama, Thriller","Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo. Genre: Crime, Action, Drama, Thriller"
2013,992,The Hunger Games: Catching Fire,uplifting,family,drama,"Adventure, Action, Science Fiction","Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever. Genre: Adventure, Action, Science Fiction"
2008,993,Rambo,neutral,neutral,neutral,"Action, Thriller","When governments fail to act on behalf of captive missionaries, ex-Green Beret John James Rambo sets aside his peaceful existence along the Salween River in a war-torn region of Thailand to take action.  Although he's still haunted by violent memories of his time as a U.S. soldier during the Vietnam War, Rambo can hardly turn his back on the aid workers who so desperately need his help. Genre: Action, Thriller"
2006,994,Apocalypto,uplifting,"fantasy, family",drama,"Action, Drama, Thriller, History","Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life. Genre: Action, Drama, Thriller, History"
2010,995,Alice in Wonderland,neutral,family,mystery,"Family, Fantasy, Adventure","Alice, now 19 years old, returns to the whimsical world she first entered as a child and embarks on a journey to discover her true destiny. Genre: Family, Fantasy, Adventure"
2022,996,Project Gemini,neutral,"fantasy, survival",neutral,Science Fiction,"After depleting Earth's resources for centuries, humankind's survival requires an exodus to outer space. An international expedition is quickly formed to find a suitable new planet, but when plans go awry, the crew is suddenly stranded without power on a strange planet, where something unimaginable lies in wait. Genre: Science Fiction"
2021,997,Red Dot,neutral,neutral,neutral,"Thriller, Horror","On a hiking trip to rekindle their marriage, a couple find themselves fleeing for their lives in the unforgiving wilderness from an unknown shooter. Genre: Thriller, Horror"
2018,998,Bohemian Rhapsody,neutral,neutral,neutral,"Music, Drama, History","Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess. Genre: Music, Drama, History"
2019,999,Ford v Ferrari,neutral,neutral,neutral,"Drama, Action, History","American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966. Genre: Drama, Action, History"
2017,1000,Sword Art Online: The Movie – Ordinal Scale,neutral,neutral,neutral,"Animation, Action, Adventure, Fantasy, Romance, Science Fiction","In 2026, four years after the infamous Sword Art Online incident, a revolutionary new form of technology has emerged: the Augma, a device that utilizes an Augmented Reality system. Unlike the Virtual Reality of the NerveGear and the Amusphere, it is perfectly safe and allows players to use it while they are conscious, creating an instant hit on the market. The most popular application for the Augma is the game Ordinal Scale, which immerses players in a fantasy role-playing game with player rankings and rewards.  Following the new craze, Kirito's friends dive into the game, and despite his reservations about the system, Kirito eventually joins them. While at first it appears to be just fun and games, they soon find out that the game is not all that it seems... Genre: Animation, Action, Adventure, Fantasy, Romance, Science Fiction"
2011,1001,Desire,neutral,neutral,drama,"Drama, Romance","In a social context deteriorated by a countrywide economic crisis, the life of several people will be turned upside down after they meet Cécile, a character who symbolizes desire. Genre: Drama, Romance"
2014,1002,Rio 2,neutral,neutral,neutral,"Family, Adventure, Comedy, Animation","It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law. Genre: Family, Adventure, Comedy, Animation"
1985,1003,Rambo: First Blood Part II,neutral,neutral,neutral,"Action, Adventure, Thriller, War","John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam. Genre: Action, Adventure, Thriller, War"
1992,1004,Home Alone 2: Lost in New York,neutral,neutral,neutral,"Comedy, Family, Adventure","Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas eve. Genre: Comedy, Family, Adventure"
